UserID,Taken_product,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page
1009660,No,324.0,Tab,22690.0,4,4,Big Cities,67.0,5215,9,No,26,No,4,0,18
1009661,No,268.0,Tab,34417.0,1,4,Historical site,79.0,2327,8,No,30,No,2,1,20
1009662,No,187.0,Tab,16736.0,24,3,Historical site,71.0,3657,8,No,43,Yes,4,0,10
1009663,Yes,218.0,Tab,52015.0,12,1,Beach,96.0,2575,1,Yes,27,No,4,0,3
1009664,No,200.0,Tab,48490.0,3,4,Historical site,92.0,4468,1,No,30,Yes,2,1,17
1009665,No,234.0,Tab,29862.0,10,3,Big Cities,93.0,6634,2,No,27,No,1,1,15
1009666,No,307.0,Laptop,31615.0,26,2,Historical site,108.0,4480,4,Yes,29,No,4,1,17
1009667,No,276.0,Tab,28723.0,2,3,Beach,60.0,10333,4,No,35,No,2,1,18
1009668,No,264.0,Laptop,23462.0,1,3,Historical site,113.0,5406,2,No,33,Yes,3,0,18
1009669,No,268.0,Laptop,22317.0,4,4,Other,68.0,2434,2,No,35,No,2,1,8
1009670,Yes,334.0,Tab,48069.0,9,3,Big Cities,99.0,5414,9,No,31,No,2,0,9
1009671,No,252.0,Mobile,30213.0,2,1,Beach,99.0,2879,3,No,27,No,3,3,4
1009672,No,433.0,Tab,25177.0,4,4,Trekking,109.0,19999,6,No,35,No,4,1,37
1009673,No,227.0,Tab,49076.0,6,1,Historical site,65.0,3186,3,No,26,No,1,1,14
1009674,No,152.0,Tab,22617.0,9,2,Beach,66.0,2620,1,No,37,Yes,3,0,5
1009675,No,351.0,Tab,51038.0,7,3,Historical site,93.0,4541,6,Yes,30,No,3,1,13
1009676,No,289.0,Tab,34237.0,1,3,Beach,74.0,6534,1,No,29,No,2,1,20
1009677,No,157.0,Tab,28226.0,3,3,Beach,113.0,3096,2,No,27,No,1,0,9
1009678,Yes,342.0,Tab,38437.0,10,4,Beach,114.0,2989,1,Yes,19,No,3,0,14
1009679,No,406.0,Tab,42864.0,7,2,Historical site,73.0,18669,5,No,31,No,2,1,30
1009680,No,228.0,Tab,33014.0,15,1,Beach,90.0,2229,0,Yes,41,No,1,1,12
1009681,Yes,175.0,Laptop,44013.0,3,4,Beach,67.0,2918,2,Yes,33,No,2,1,3
1009682,No,355.0,Tab,49119.0,2,3,Big Cities,87.0,17107,10,No,37,Yes,1,0,30
1009683,No,343.0,Mobile,3936.0,17,3,Beach,91.0,2345,4,No,30,No,4,0,10
1009684,No,255.0,Tab,5196.0,2,3,Hill Stations,118.0,3668,1,No,27,No,4,1,12
1009685,Yes,320.0,Mobile,31756.0,5,2,Beach,120.0,2157,8,No,35,No,1,1,11
1009686,No,236.0,Tab,46570.0,29,4,Beach,76.0,4177,10,No,32,No,3,3,13
1009687,No,312.0,Laptop,41486.0,2,4,Historical site,74.0,4374,6,No,30,No,4,3,10
1009688,No,380.0,Laptop,49783.0,2,3,Historical site,53.0,17915,4,No,42,Yes,3,1,37
1009689,No,222.0,Tab,41325.0,19,4,Historical site,100.0,3246,1,No,23,No,3,3,10
1009690,No,359.0,Tab,50803.0,15,2,Beach,73.0,19152,6,No,23,No,1,1,30
1009691,No,272.0,Tab,47684.0,17,4,Beach,110.0,9017,4,Yes,28,No,4,3,18
1009692,Yes,190.0,Tab,34478.0,17,2,Beach,112.0,2278,1,No,32,No,1,1,8
1009693,No,257.0,Laptop,40162.0,25,3,Historical site,102.0,4589,3,No,23,No,1,1,11
1009694,No,282.0,Tab,32138.0,6,4,Beach,75.0,2793,3,No,29,No,3,1,13
1009695,No,237.0,Tab,29903.0,7,4,Beach,74.0,3556,3,No,28,No,1,3,13
1009696,No,342.0,Tab,7056.0,29,4,Other,49.0,4609,3,No,31,Yes,2,0,22
1009697,No,160.0,Tab,22939.0,21,3,Big Cities,54.0,2728,1,No,35,No,4,0,9
1009698,No,354.0,Tab,5287.0,2,4,Trekking,87.0,7440,2,No,24,No,3,1,14
1009699,No,326.0,Mobile,6303.0,2,5,Historical site,95.0,6342,9,No,39,No,1,1,13
1009700,No,455.0,Tab,24406.0,7,4,Big Cities,70.0,5270,1,Yes,33,No,2,1,18
1009701,No,254.0,Laptop,4119.0,13,3,Other,94.0,2808,1,No,35,Yes,3,1,7
1009702,No,249.0,Laptop,46098.0,2,2,Beach,61.0,5062,4,Yes,33,No,4,0,14
1009703,No,282.0,Tab,12753.0,1,3,Trekking,86.0,10321,4,Yes,39,Yes,3,1,23
1009704,No,254.0,Tab,4141.0,9,3,Historical site,78.0,2832,2,No,27,No,2,1,22
1009705,No,309.0,Tab,3784.0,10,3,Trekking,102.0,6914,9,No,28,No,2,1,10
1009706,No,198.0,Tab,47519.0,10,4,Beach,73.0,5012,0,No,28,No,2,0,10
1009707,No,234.0,Tab,51312.0,1,3,Historical site,78.0,3629,0,Yes,31,Yes,1,1,18
1009708,No,326.0,Laptop,16073.0,26,5,Historical site,76.0,13252,5,Yes,36,No,3,0,25
1009709,No,270.0,Mobile,42469.0,8,2,Big Cities,97.0,10430,6,Yes,25,No,2,1,25
1009710,No,208.0,Tab,38657.0,14,3,Beach,56.0,2293,3,Yes,32,No,4,2,9
1009711,No,413.0,Laptop,33866.0,1,4,Beach,74.0,10557,8,No,33,No,1,1,35
1009712,No,343.0,Tab,39133.0,2,1,Beach,87.0,2066,3,No,32,No,4,1,16
1009713,Yes,153.0,Mobile,17697.0,10,3,Historical site,113.0,1913,3,Yes,35,Yes,2,0,7
1009714,No,224.0,Tab,35393.0,1,3,Beach,111.0,3821,2,No,31,No,1,3,11
1009715,No,418.0,Tab,24027.0,3,3,Beach,105.0,17845,4,No,31,No,1,0,44
1009716,No,244.0,Tab,46653.0,11,2,Historical site,95.0,6887,1,Yes,29,No,4,0,10
1009717,No,243.0,Tab,37208.0,24,3,Historical site,107.0,6877,2,No,36,No,2,0,14
1009718,No,448.0,Tab,11455.0,3,3,Beach,62.0,5220,6,No,34,No,4,0,14
1009719,No,330.0,Tab,32261.0,3,3,Beach,106.0,19790,5,No,28,No,2,1,31
1009720,No,379.0,Tab,38479.0,4,2,Historical site,106.0,18782,2,No,25,No,3,1,28
1009721,No,276.0,Laptop,16451.0,3,3,Trekking,65.0,3764,2,No,24,No,3,0,20
1009722,No,374.0,Tab,33952.0,2,2,Trekking,96.0,2610,5,No,31,No,3,0,14
1009723,No,213.0,Tab,40887.0,4,2,Beach,99.0,2579,2,No,24,No,2,3,11
1009724,No,225.0,Tab,46567.0,7,3,Beach,95.0,6672,3,Yes,21,No,2,2,11
1009725,No,374.0,Tab,25065.0,1,3,Beach,98.0,18328,8,No,28,No,3,0,28
1009726,No,223.0,Tab,24339.0,1,3,Beach,100.0,16183,5,No,32,No,2,2,13
1009727,No,264.0,Tab,46251.0,20,3,Trekking,109.0,2648,0,No,34,No,4,0,7
1009728,No,340.0,Tab,38514.0,5,3,Big Cities,110.0,18270,7,No,26,No,3,1,32
1009729,No,259.0,Tab,18807.0,10,5,Big Cities,105.0,8433,0,Yes,28,No,4,2,11
1009730,No,152.0,Tab,9320.0,25,3,Beach,76.0,3049,3,Yes,29,No,4,0,3
1009731,No,187.0,Tab,13105.0,1,2,Beach,55.0,1269,2,No,31,Yes,4,1,5
1009732,Yes,201.0,Laptop,21011.0,24,1,Beach,84.0,1177,2,Yes,30,No,4,0,6
1009733,No,205.0,Tab,20449.0,4,2,Beach,73.0,2923,2,Yes,38,Yes,2,0,10
1009734,Yes,348.0,Tab,50758.0,2,3,Big Cities,111.0,18884,2,Yes,34,No,1,0,29
1009735,No,422.0,Mobile,6244.0,8,1,Historical site,60.0,13625,2,Yes,29,No,4,1,41
1009736,Yes,171.0,Laptop,8841.0,10,2,Beach,61.0,2681,1,No,36,Yes,3,0,6
1009737,No,356.0,Tab,5929.0,4,2,Big Cities,49.0,18836,2,No,35,No,3,1,31
1009738,No,260.0,Tab,4634.0,2,3,Big Cities,101.0,4596,1,Yes,22,No,4,0,8
1009739,No,389.0,Laptop,8347.0,9,3,Beach,101.0,19905,6,Yes,33,Yes,1,1,39
1009740,No,454.0,Tab,50069.0,18,4,Historical site,81.0,10574,8,No,28,No,4,0,32
1009741,No,262.0,Laptop,4780.0,19,3,Historical site,63.0,4502,6,No,29,No,3,2,19
1009742,No,221.0,Laptop,27726.0,1,4,Historical site,60.0,2203,0,Yes,23,No,3,0,9
1009743,No,337.0,Tab,42011.0,4,2,Beach,114.0,19250,1,No,34,No,4,2,33
1009744,No,270.0,Laptop,22740.0,11,3,Beach,75.0,4549,4,No,31,No,4,2,23
1009745,No,275.0,Tab,25764.0,6,1,Beach,85.0,3558,1,Yes,27,No,4,0,7
1009746,No,321.0,Tab,21156.0,7,4,Historical site,94.0,2431,6,Yes,28,No,4,0,27
1009747,No,331.0,Tab,18629.0,4,4,Big Cities,74.0,10293,5,No,26,No,4,0,33
1009748,No,280.0,Tab,15061.0,2,4,Beach,77.0,5475,11,Yes,25,No,4,0,20
1009749,Yes,335.0,Tab,21790.0,15,3,Historical site,99.0,8030,2,No,24,No,4,1,15
1009750,No,223.0,Laptop,6799.0,2,3,Beach,76.0,3917,1,Yes,26,No,2,1,3
1009751,No,396.0,Laptop,33929.0,6,2,Historical site,58.0,2896,1,No,36,No,2,0,14
1009752,No,231.0,Mobile,30809.0,9,2,Historical site,96.0,4748,7,Yes,38,No,3,0,17
1009753,Yes,223.0,Tab,28263.0,7,3,Trekking,55.0,3402,4,Yes,31,No,1,2,12
1009754,No,218.0,Tab,22448.0,1,3,Trekking,101.0,2135,2,No,32,No,2,0,10
1009755,No,201.0,Tab,9346.0,1,3,Historical site,60.0,2160,3,No,30,No,4,0,9
1009756,No,245.0,Tab,21198.0,8,3,Historical site,75.0,6274,1,No,31,No,3,2,15
1009757,No,352.0,Laptop,12784.0,25,3,Historical site,106.0,18117,3,No,38,Yes,3,0,24
1009758,No,301.0,Tab,14466.0,13,4,Historical site,106.0,17179,8,Yes,28,No,4,2,30
1009759,No,440.0,Tab,29714.0,23,4,Beach,110.0,2428,1,No,27,No,4,2,10
1009760,Yes,249.0,Tab,38166.0,7,2,Beach,89.0,4939,1,No,35,No,1,1,16
1009761,Yes,305.0,Tab,12641.0,23,3,Historical site,120.0,3966,2,No,24,No,1,0,10
1009762,No,237.0,Tab,39872.0,6,3,Trekking,67.0,4675,2,No,29,No,1,1,12
1009763,No,282.0,Tab,11426.0,10,4,Trekking,75.0,7149,4,No,26,No,1,0,17
1009764,No,353.0,Tab,34727.0,1,2,Beach,58.0,3492,8,No,23,No,3,0,13
1009765,No,221.0,Mobile,51710.0,1,3,Beach,70.0,6722,1,No,26,No,1,3,18
1009766,No,385.0,Tab,46318.0,28,3,Beach,70.0,16946,4,Yes,31,No,2,0,29
1009767,Yes,305.0,Tab,10516.0,25,4,Big Cities,70.0,9147,2,Yes,25,No,3,0,14
1009768,Yes,399.0,Tab,36093.0,5,3,Beach,85.0,8498,9,Yes,41,No,3,0,15
1009769,No,233.0,Tab,22231.0,17,4,Historical site,113.0,11963,1,Yes,30,Yes,4,2,14
1009770,No,303.0,Tab,18392.0,18,2,Beach,48.0,4577,1,No,23,No,1,0,18
1009771,No,245.0,Mobile,20588.0,2,4,Beach,81.0,9901,1,Yes,43,No,1,1,14
1009772,No,318.0,Mobile,9013.0,10,2,Historical site,53.0,6200,2,No,31,No,1,0,26
1009773,Yes,242.0,Laptop,37138.0,1,3,Beach,67.0,2349,2,Yes,25,No,1,0,5
1009774,Yes,339.0,Tab,32768.0,3,3,Beach,106.0,2413,6,No,27,No,3,0,15
1009775,No,327.0,Mobile,17373.0,2,1,Beach,56.0,17914,0,Yes,30,No,4,0,27
1009776,No,423.0,Tab,9921.0,2,2,Historical site,73.0,19239,4,No,32,No,4,1,28
1009777,No,426.0,Tab,7261.0,8,4,Beach,121.0,19765,7,No,36,No,1,0,41
1009778,No,307.0,Mobile,16074.0,16,2,Beach,96.0,3613,9,No,27,No,2,1,11
1009779,No,266.0,Tab,33059.0,9,3,Beach,103.0,8559,2,No,30,No,4,1,14
1009780,No,307.0,Tab,18343.0,2,3,Beach,111.0,4726,3,No,29,No,3,0,15
1009781,No,317.0,Laptop,35682.0,1,3,Big Cities,84.0,4157,0,No,27,No,4,1,16
1009782,No,268.0,Laptop,16909.0,4,4,Beach,108.0,4294,3,Yes,22,No,2,0,11
1009783,No,390.0,Tab,26998.0,5,3,Beach,99.0,14081,1,Yes,28,No,2,1,40
1009784,No,295.0,Tab,35367.0,2,2,Beach,48.0,6939,4,No,26,No,4,1,13
1009785,No,260.0,Tab,17787.0,15,2,Historical site,90.0,6176,2,No,24,No,4,0,16
1009786,No,194.0,Tab,30910.0,19,1,Historical site,78.0,3722,4,No,29,No,3,3,15
1009787,Yes,449.0,Tab,21082.0,7,4,Historical site,73.0,10066,7,Yes,31,No,4,0,39
1009788,No,309.0,Tab,11566.0,1,4,Beach,108.0,2445,3,No,33,Yes,3,1,9
1009789,No,281.0,Laptop,21306.0,7,3,Big Cities,96.0,4691,3,No,35,No,4,1,21
1009790,No,375.0,Tab,29985.0,4,3,Beach,72.0,7964,3,No,32,No,3,0,17
1009791,No,216.0,Tab,45229.0,11,3,Historical site,119.0,2585,9,No,36,No,2,1,8
1009792,No,396.0,Tab,49230.0,11,2,Trekking,105.0,13203,3,No,33,No,2,0,31
1009793,No,142.0,Mobile,39389.0,1,3,Beach,113.0,1676,3,No,24,No,3,0,4
1009794,No,271.0,Tab,28639.0,1,3,Historical site,79.0,5414,2,No,25,No,2,1,15
1009795,No,213.0,Laptop,27812.0,2,1,Beach,64.0,5127,4,No,28,Yes,2,0,9
1009796,Yes,421.0,Tab,9383.0,13,4,Big Cities,104.0,13755,8,Yes,28,No,3,0,27
1009797,No,426.0,Tab,47964.0,23,3,Beach,80.0,13465,6,Yes,21,No,1,1,34
1009798,No,262.0,Mobile,35018.0,26,1,Trekking,114.0,2094,1,No,42,Yes,3,3,11
1009799,No,308.0,Tab,42119.0,2,1,Historical site,112.0,6438,7,No,34,Yes,2,3,22
1009800,No,269.0,Tab,10026.0,29,3,Historical site,100.0,5491,4,No,28,No,1,2,20
1009801,Yes,246.0,Laptop,24652.0,2,3,Beach,106.0,2847,7,No,34,No,3,0,9
1009802,Yes,269.0,Laptop,23217.0,18,4,Big Cities,87.0,4668,0,Yes,25,No,3,1,7
1009803,No,297.0,Laptop,24310.0,7,3,Beach,80.0,2677,2,No,25,No,4,3,8
1009804,No,268.0,Tab,14181.0,2,4,Trekking,119.0,6754,3,No,25,No,4,0,23
1009805,No,223.0,Tab,25799.0,26,3,Beach,74.0,4779,1,No,29,No,3,1,9
1009806,Yes,244.0,Tab,11600.0,22,4,Historical site,121.0,6236,3,Yes,30,No,4,2,16
1009807,No,300.0,Tab,52465.0,21,4,Beach,57.0,6172,5,Yes,26,No,4,2,10
1009808,No,393.0,Laptop,18979.0,2,3,Big Cities,61.0,10659,4,No,23,No,2,0,19
1009809,No,321.0,Laptop,42052.0,22,3,Beach,88.0,5523,5,Yes,29,No,1,2,13
1009810,No,289.0,Tab,50411.0,4,1,Beach,72.0,3050,7,Yes,35,No,4,0,17
1009811,No,261.0,Laptop,38934.0,5,1,Beach,73.0,10059,7,No,32,No,1,0,12
1009812,No,252.0,Tab,17520.0,2,1,Big Cities,54.0,4127,2,Yes,28,No,1,3,11
1009813,No,301.0,Mobile,52020.0,25,2,Beach,87.0,10978,3,No,38,Yes,2,1,22
1009814,No,192.0,Tab,48060.0,18,1,Beach,107.0,6292,3,No,28,No,2,0,13
1009815,No,399.0,Laptop,11321.0,28,2,Historical site,79.0,13291,3,Yes,27,No,2,1,29
1009816,No,337.0,Tab,32603.0,6,3,Historical site,85.0,4125,1,Yes,33,No,1,0,24
1009817,No,212.0,Tab,7231.0,10,3,Big Cities,119.0,5817,3,Yes,26,No,4,0,10
1009818,Yes,211.0,Tab,4776.0,17,4,Beach,76.0,2461,2,Yes,29,No,4,0,9
1009819,No,210.0,Tab,23960.0,2,1,Historical site,48.0,3952,1,No,23,No,4,0,7
1009820,No,329.0,Tab,40194.0,10,3,Hill Stations,54.0,16865,1,No,24,No,3,1,30
1009821,No,405.0,Tab,9080.0,8,4,Other,71.0,3011,9,No,25,No,3,0,20
1009822,No,287.0,Tab,51212.0,11,3,Historical site,104.0,3673,4,No,33,No,1,0,16
1009823,No,271.0,Laptop,7051.0,18,2,Beach,75.0,9421,2,No,21,No,3,0,10
1009824,No,196.0,Tab,33255.0,1,3,Trekking,97.0,3284,6,No,24,No,2,1,13
1009825,No,203.0,Tab,22855.0,7,3,Other,113.0,3628,0,No,31,No,4,0,14
1009826,No,223.0,Tab,11672.0,17,3,Other,77.0,8049,1,No,32,No,1,0,16
1009827,Yes,374.0,Laptop,51665.0,28,2,Beach,113.0,4336,5,No,33,Yes,1,0,23
1009828,Yes,227.0,Laptop,11848.0,14,1,Other,103.0,7618,2,Yes,31,No,1,0,11
1009829,No,410.0,Tab,34033.0,1,3,Historical site,80.0,17391,7,No,26,No,4,0,37
1009830,No,445.0,Tab,36974.0,1,3,Historical site,91.0,19753,5,Yes,36,Yes,3,1,35
1009831,No,427.0,Tab,39810.0,1,4,Historical site,89.0,14781,2,No,26,No,4,2,34
1009832,No,276.0,Tab,41146.0,3,4,Big Cities,119.0,9334,5,Yes,29,No,4,0,20
1009833,Yes,244.0,Laptop,23402.0,1,4,Beach,73.0,1409,2,No,25,No,2,0,7
1009834,No,235.0,Tab,29968.0,7,4,Big Cities,95.0,4835,8,No,34,No,2,2,17
1009835,No,238.0,Tab,6422.0,8,5,Beach,115.0,16480,5,No,35,No,3,0,15
1009836,No,266.0,Laptop,19656.0,1,4,Other,108.0,3051,5,No,29,No,3,2,15
1009837,Yes,238.0,Tab,7128.0,8,3,Beach,54.0,1327,1,No,24,No,3,0,6
1009838,No,210.0,Tab,48239.0,11,1,Beach,114.0,2151,0,No,30,No,2,0,8
1009839,No,276.0,Tab,6061.0,4,4,Beach,48.0,5881,3,No,37,No,3,0,10
1009840,No,284.0,Tab,11559.0,16,4,Big Cities,118.0,5718,4,No,23,No,1,2,15
1009841,No,361.0,Tab,16325.0,1,3,Trekking,90.0,3490,9,No,24,No,3,1,24
1009842,Yes,201.0,Tab,13440.0,9,2,Beach,89.0,4461,3,No,25,No,1,0,7
1009843,No,291.0,Mobile,49508.0,5,2,Trekking,101.0,3563,1,No,31,No,1,0,13
1009844,No,433.0,Tab,43969.0,1,2,Beach,110.0,2117,2,No,36,Yes,4,1,11
1009845,No,366.0,Tab,12613.0,2,4,Historical site,101.0,17227,3,No,32,No,2,2,27
1009846,No,189.0,Tab,51714.0,4,1,Historical site,56.0,4214,1,Yes,30,No,3,2,10
1009847,No,255.0,Tab,21076.0,7,5,Big Cities,113.0,9263,4,No,27,No,3,1,17
1009848,No,267.0,Tab,14089.0,1,3,Beach,101.0,3358,5,No,32,No,1,1,11
1009849,No,321.0,Tab,44946.0,5,5,Historical site,100.0,2193,3,Yes,28,No,1,0,9
1009850,No,305.0,Mobile,23262.0,9,4,Other,91.0,4045,3,No,28,No,3,2,17
1009851,No,243.0,Tab,11459.0,8,2,Beach,51.0,10838,2,No,37,No,1,1,17
1009852,Yes,359.0,Tab,13256.0,9,3,Big Cities,76.0,10150,6,No,25,No,1,1,31
1009853,Yes,302.0,Mobile,20770.0,2,3,Beach,64.0,3707,3,Yes,35,Yes,2,0,15
1009854,Yes,245.0,Laptop,50627.0,1,5,Beach,119.0,7500,3,No,35,No,1,0,11
1009855,No,349.0,Tab,36373.0,20,3,Historical site,112.0,10910,4,Yes,34,No,2,1,30
1009856,No,240.0,Tab,48986.0,8,2,Historical site,107.0,2161,10,No,37,No,4,0,14
1009857,Yes,237.0,Laptop,18350.0,2,3,Beach,106.0,3768,8,Yes,28,No,3,1,14
1009858,No,351.0,Tab,50732.0,29,3,Trekking,81.0,9426,4,Yes,36,No,4,2,14
1009859,No,371.0,Tab,42796.0,7,3,Big Cities,117.0,5542,4,No,28,No,1,3,19
1009860,Yes,260.0,Tab,38797.0,9,4,Trekking,67.0,2789,1,No,32,No,4,0,9
1009861,No,313.0,Mobile,7664.0,8,1,Historical site,68.0,13821,3,No,26,No,3,1,22
1009862,No,215.0,Tab,30361.0,5,3,Historical site,109.0,8524,1,No,34,No,4,0,11
1009863,No,337.0,Mobile,34384.0,5,3,Beach,112.0,3211,4,No,27,No,4,0,17
1009864,No,411.0,Tab,15702.0,2,3,Historical site,57.0,16650,5,No,20,No,2,0,39
1009865,No,375.0,Tab,52376.0,5,4,Trekking,117.0,6710,2,No,26,No,2,1,26
1009866,No,314.0,Tab,31398.0,2,3,Historical site,86.0,2397,4,No,31,No,3,1,13
1009867,No,335.0,Tab,51400.0,20,3,Beach,65.0,3478,1,No,25,No,3,0,12
1009868,No,255.0,Laptop,15090.0,7,3,Historical site,73.0,4431,2,No,22,No,1,2,7
1009869,No,266.0,Tab,46459.0,3,3,Other,99.0,4822,3,No,34,No,4,0,22
1009870,No,238.0,Tab,47570.0,16,1,Beach,112.0,5363,10,No,34,No,3,2,13
1009871,No,324.0,Laptop,26226.0,9,2,Historical site,94.0,3742,1,No,35,No,3,0,19
1009872,No,341.0,Laptop,13449.0,1,5,Big Cities,90.0,4827,9,No,27,No,3,1,15
1009873,No,236.0,Mobile,34704.0,7,3,Trekking,84.0,1342,3,No,23,No,2,2,8
1009874,No,434.0,Tab,14223.0,1,2,Beach,107.0,4946,2,No,44,Yes,1,1,20
1009875,No,375.0,Tab,52188.0,7,4,Beach,45.0,10528,4,No,37,No,2,2,31
1009876,No,268.0,Laptop,29049.0,15,3,Historical site,92.0,17066,7,No,33,No,4,2,22
1009877,Yes,224.0,Laptop,52414.0,1,3,Trekking,111.0,2973,3,No,28,No,4,1,9
1009878,Yes,225.0,Laptop,4067.0,13,3,Trekking,70.0,5813,5,No,27,No,1,0,17
1009879,Yes,261.0,Tab,27689.0,24,4,Historical site,60.0,4664,0,Yes,39,Yes,3,0,24
1009880,No,273.0,Tab,23144.0,7,1,Beach,101.0,2454,2,No,22,No,1,1,1
1009881,Yes,192.0,Laptop,13379.0,9,3,Historical site,110.0,3229,3,Yes,20,No,3,0,9
1009882,No,186.0,Mobile,29089.0,13,2,Beach,93.0,2100,1,No,30,No,3,1,6
1009883,No,341.0,Laptop,41809.0,2,1,Historical site,109.0,10267,5,Yes,34,No,2,0,22
1009884,No,228.0,Tab,43663.0,19,3,Beach,96.0,8681,3,No,28,No,3,2,15
1009885,No,237.0,Tab,11594.0,1,3,Beach,67.0,2129,2,No,27,Yes,1,1,14
1009886,No,426.0,Tab,43064.0,4,4,Beach,48.0,4100,2,Yes,31,No,2,0,9
1009887,No,255.0,Tab,38511.0,4,4,Historical site,102.0,3897,8,No,33,No,4,0,11
1009888,No,364.0,Tab,20023.0,14,3,Historical site,97.0,4651,3,Yes,35,No,3,1,17
1009889,Yes,220.0,Laptop,10154.0,2,2,Historical site,56.0,2614,9,No,29,No,3,0,15
1009890,No,218.0,Tab,49856.0,1,3,Beach,92.0,1622,3,No,36,No,4,1,4
1009891,No,217.0,Laptop,16387.0,7,3,Beach,78.0,4950,2,No,26,No,4,0,7
1009892,No,378.0,Tab,9544.0,3,2,Historical site,57.0,4848,6,No,36,Yes,1,1,16
1009893,No,231.0,Laptop,14388.0,2,1,Beach,115.0,3242,1,No,22,No,3,3,9
1009894,No,219.0,Tab,37959.0,29,1,Beach,119.0,6609,3,No,31,No,2,2,13
1009895,No,259.0,Tab,18099.0,8,5,Beach,94.0,6440,3,Yes,30,No,1,0,21
1009896,No,250.0,Tab,17370.0,10,3,Historical site,82.0,11307,2,No,39,Yes,2,0,11
1009897,No,413.0,Laptop,36787.0,11,4,Historical site,107.0,16096,5,No,37,Yes,1,1,27
1009898,Yes,222.0,Tab,7884.0,1,4,Trekking,121.0,2423,8,No,27,No,3,0,13
1009899,No,342.0,Tab,4800.0,28,3,Beach,57.0,16391,5,No,30,No,3,1,30
1009900,No,306.0,Tab,38154.0,6,3,Beach,41.0,8445,5,No,28,No,4,0,18
1009901,No,357.0,Tab,8023.0,3,3,Beach,61.0,16666,9,No,32,No,4,1,30
1009902,No,276.0,Tab,36069.0,16,3,Beach,105.0,8667,2,No,38,No,4,0,17
1009903,No,186.0,Tab,17791.0,20,1,Beach,112.0,2325,1,No,28,No,2,0,15
1009904,Yes,308.0,Tab,23713.0,9,4,Beach,101.0,2069,5,No,31,No,2,0,19
1009905,No,266.0,Tab,34041.0,1,3,Trekking,80.0,7130,1,Yes,32,No,4,0,15
1009906,Yes,238.0,Laptop,19691.0,3,3,Beach,50.0,4147,1,No,21,No,1,0,12
1009907,No,388.0,Laptop,11703.0,22,5,Historical site,113.0,14468,2,Yes,28,No,4,0,39
1009908,No,266.0,Tab,50439.0,7,2,Trekking,77.0,2380,1,Yes,48,Yes,2,1,21
1009909,No,329.0,Tab,42394.0,2,3,Historical site,85.0,4895,4,No,37,No,2,1,10
1009910,No,291.0,Tab,23626.0,13,3,Historical site,67.0,4337,3,No,36,No,1,0,15
1009911,No,229.0,Tab,15483.0,8,1,Other,56.0,9769,4,No,29,No,3,1,11
1009912,No,259.0,Tab,20168.0,25,3,Beach,60.0,4374,3,No,27,No,4,0,12
1009913,No,349.0,Tab,33303.0,28,3,Trekking,111.0,2191,6,No,31,Yes,4,1,13
1009914,No,328.0,Laptop,10125.0,2,3,Beach,59.0,10168,3,Yes,27,No,3,1,33
1009915,No,313.0,Tab,47012.0,9,2,Historical site,69.0,5523,2,No,28,No,4,0,13
1009916,No,259.0,Tab,20670.0,28,4,Beach,97.0,5265,2,Yes,29,No,2,1,15
1009917,No,308.0,Tab,31469.0,6,2,Historical site,51.0,16491,3,Yes,38,Yes,4,0,24
1009918,No,194.0,Tab,12301.0,21,2,Trekking,84.0,2362,2,No,35,No,2,3,8
1009919,No,305.0,Mobile,40020.0,8,2,Beach,94.0,4118,3,Yes,40,No,3,0,12
1009920,No,352.0,Tab,18877.0,1,4,Trekking,86.0,7507,3,No,22,No,1,3,17
1009921,No,273.0,Tab,49123.0,28,4,Beach,112.0,2497,0,No,29,Yes,1,2,10
1009922,No,250.0,Tab,28891.0,5,2,Beach,82.0,5927,5,No,27,No,1,1,18
1009923,No,277.0,Tab,40549.0,2,4,Beach,82.0,2707,5,Yes,31,Yes,4,0,9
1009924,No,375.0,Tab,17274.0,16,4,Beach,105.0,6510,9,No,36,No,3,1,27
1009925,No,225.0,Tab,20983.0,9,3,Beach,108.0,2506,7,No,30,No,1,2,6
1009926,No,255.0,Tab,43521.0,8,4,Beach,68.0,6450,3,No,27,No,4,1,15
1009927,Yes,231.0,Tab,25955.0,1,3,Beach,79.0,9786,3,No,21,No,4,1,15
1009928,No,290.0,Laptop,31133.0,10,4,Hill Stations,90.0,6142,4,No,32,No,3,0,20
1009929,No,274.0,Tab,34771.0,1,3,Historical site,88.0,2512,1,No,32,No,2,0,11
1009930,No,233.0,Tab,45118.0,29,4,Trekking,49.0,9308,3,No,24,No,2,1,16
1009931,Yes,269.0,Tab,3683.0,2,3,Beach,83.0,2132,3,Yes,30,No,4,1,6
1009932,Yes,404.0,Tab,21293.0,2,5,Trekking,94.0,10230,2,No,25,No,2,1,40
1009933,Yes,296.0,Tab,31666.0,2,3,Historical site,100.0,4917,6,No,29,No,1,2,13
1009934,No,247.0,Mobile,42050.0,1,4,Trekking,84.0,4144,5,No,33,No,2,1,13
